state,key,svn,english,translation
CURRENT,tiddlets_part3_artemis_finalobjective3,2448,"My clearances have all been revoked.  They've shut me out completely.  It's up to you, but please make the right choice.","Все мои допуски были отозваны.  Они полностью меня отстранили.  Это зависит от вас, но, пожалуйста, сделайте правильный выбор."
CURRENT,tiddlets_part3_artemis_finalobjective4,2448,"I'm hiding out in system S*X.  It's where you found the first Tiddlets, near that unusual asteroid.  Bring them here, and be careful not to risk Hyperspace shock.","Я прячусь в системе S*X.  Это то место, где вы нашли первых Тиддлетов, рядом с тем необычным астероидом.  Приведите их сюда и будьте осторожны, чтобы не рисковать Гиперпространственным шоком."
CURRENT,tiddlets_part3_artemis_finalobjective5,2448,We're going to set them all free.,Мы собираемся освободить их всех.
CURRENT,tiddlets_part3_objective_artemis1,2448,OPTIONAL: Take the Tiddlets to Professor Toppingbury instead,ОПЦИОНАЛЬНО: Отведите Тиддлетов к Профессору Топпингбери вместо этого
CURRENT,tiddlets_part3_artemis_finalplea1,2448,"Captain, please don't do this!","Капитан, пожалуйста, не делайте этого!"
CURRENT,tiddlets_part3_artemis_arrival1,2448,"Captain, thank Goodness.  Are they all safe?","Капитан, слава богу.  Они все в безопасности?"
CURRENT,tiddlets_part3_artemis_arrival2,2448,"Quickly, before they figure out what's happening.  I'll override the remote transceiver on the farm ship.  For a few minutes we'll be able to control it ourselves.","Быстро, пока они не поняли, что происходит.  Я перехвачу управление удаленного приемопередатчика на ферме.  На несколько минут мы сможем управлять им сами."
CURRENT,tiddlets_part3_artemis_arrival3,2448,Long enough to put an end to this horror show.  Take the ship over to the asteroid.  Open the docking bay doors.,"Достаточно долго, чтобы положить конец этому ужасному шоу.  Отведите корабль к астероиду.  Откройте двери стыковочного отсека."
CURRENT,tiddlets_part3_objective_freetiddlets1,2448,Pilot the Farm Ship to the asteroid,Пилотировать корабль-ферму к астероиду
CURRENT,tiddlets_part3_objective_freetiddlets2,2448,Open the Docking Bay Doors,Открыть Двери Стыковочного Отсека
CURRENT,tiddlets_part3_swanson_debriefa4,2448,"As for the rescue ship, we don't need it anymore.  It was the Hop Drive we wanted.  You can keep it if you want, or sell it.","Что касается спасательного корабля, он нам больше не нужен.  Нам был нужен Скачковый Двигатель.  Вы можете оставить его себе, если хотите, или продать."
CURRENT,tiddlets_part3_swanson_debriefa5,2448,I'll be in touch if your services are required in the future.,"Я свяжусь с вами, если ваши услуги потребуются в будущем."
CURRENT,tiddlets_part3_swanson_debriefb1,2448,"Captain, we lost contact with our ship for a second.  Where are you?  You seem to have gone completely off course.","Капитан, мы потеряли связь с нашим кораблем на секунду.  Где вы?  Похоже, вы полностью сбились с курса."
CURRENT,tiddlets_part3_swanson_debriefb2,2448,My God.  What have you done?,Боже мой.  Что вы натворили?
CURRENT,tiddlets_part3_swanson_debriefb3,2448,Where are they?  Where are my Tiddlets??,Где они?  Где мои Тиддлеты??
CURRENT,tiddlets_part3_swanson_debriefb5,2448,"Grand Larceny, Property Damage, Fraud, Sabotage.  I'll see to it you spend the next decade in space prison for this.  You and that Professor.","Крупная Кража, Порча Имущества, Мошенничество, Саботаж.  Я позабочусь о том, чтобы вы провели следующее десятилетие в космической тюрьме за это.  Вы и тот Профессор."
CURRENT,tiddlets_part3_artemis_debrief1,2448,"You did the right thing, Captain.  That matters, to me at least.","Вы поступили правильно, Капитан.  Это важно, по крайней мере для меня."
CURRENT,tiddlets_part3_artemis_debrief2,2448,I wouldn't worry too much about the threat.  He knows he's operating completely illegally.  There's no way the charter of deep space life permits this kind of action.,"Я бы не слишком беспокоился об угрозе.  Он знает, что действует совершенно незаконно.  Хартия жизни в глубоком космосе никак не разрешает такого рода действия."
CURRENT,tiddlets_part3_artemis_debrief3,2448,"As for the Tiddlets, the Doctor is sure to return and try to capture more.  I'll do my best to keep them safe from him, for as long as I can.","Что касается Тиддлетов, Доктор обязательно вернется и попытается захватить еще.  Я сделаю все возможное, чтобы защитить их от него, насколько смогу."
CURRENT,tiddlets_part3_artemis_debrief4,2448,You may as well keep the rescue ship.  You could sell it if you need to raise some funds.,"Можете оставить спасательный корабль себе.  Вы можете продать его, если вам нужно собрать деньги."
CURRENT,tiddlets_part3_freetiddlets,2448,Free the Tiddlets,Освободить Тиддлетов
CURRENT,tiddlets_part3_bonus_title,2448,SALES BONUS,БОНУС ЗА ПРОДАЖУ
CURRENT,tiddlets_part3_bonus_caption,2448,Bonus received,Бонус получен
CURRENT,tiddlets_part4_title,2448,"The Trouble with Tiddlets, Part 4","Проблемы с Тиддлетами, Часть 4"
CURRENT,tiddlets_part4_advert,2448,"This is Dr Swanson at the Institute for Interstellar Lifeforms. I'm declaring an emergency. We need urgent assistance. Our ship is compromised. Please, to any vessel nearby, we need emergency rescue. Many lives are at stake.","Это Др. Свонсон из Института Межзвездных Форм Жизни. Я объявляю чрезвычайную ситуацию. Нам нужна срочная помощь. Наш корабль скомпрометирован. Пожалуйста, любому кораблю поблизости, нам нужно экстренное спасение. На кону много жизней."
CURRENT,tiddlets_part4_objective_respond,2448,Respond to Swanson's Distress Signal,Ответить на Сигнал Бедствия Свонсона
CURRENT,tiddlets_part4_rescue_swanson1,2448,"Captain, I don't know what happened. It's the Hop Drive. My engineers told me they tested it fully!","Капитан, я не знаю, что произошло. Это Скачковый Двигатель. Мои инженеры сказали мне, что полностью проверили его!"
CURRENT,tiddlets_part4_rescue_swanson2,2448,There's something wrong with it. We can't stop jumping. They've replicated... so many times. They're EVERYWHERE!,С ним что-то не так. Мы не можем прекратить прыжки. Они размножились... так много раз. Они ПОВСЮДУ!
CURRENT,tiddlets_part4_rescue_swanson3,2448,Oh God. There's so many of them! They're in the engines... the life support... they're almost in the reac-,О боже. Их так много! Они в двигателях... в системе жизнеобеспечения... они почти в реак-
CURRENT,tiddlets_part4_rescue_swanson4,2448,Get away from that console! Shoo!,Отойдите от этой консоли! Брысь!
CURRENT,tiddlets_part4_rescue_tiddlet1,2448,mmmmiiffffffffff,мммиииффффффффф
CURRENT,tiddlets_part4_rescue_tiddlet2,2448,squueeeiiee,скуиииииии
CURRENT,tiddlets_part4_objective_rescue,2448,Rescue the crew of the farm ship,Спасти экипаж корабля-фермы
CURRENT,tiddlets_part4_crewsaved,2448,*X scientists rescued,*X ученых спасено
CURRENT,tiddlets_part4_random_tiddlet,2448,ftftffftftftft,фтфтффтфтфтфт
CURRENT,tiddlets_part4_debrief_swanson1,2448,Thank God.,Слава богу.
CURRENT,tiddlets_part4_debrief_swanson2,2448,It looks like the Hop Drive burned through all the jump charges. It's over.,"Похоже, Скачковый Двигатель израсходовал все прыжковые заряды. Все кончено."
CURRENT,tiddlets_part4_debrief_artemis1,2448,I tried to stop him. Tried to warn him.,Я пытался остановить его. Пытался предупредить его.
CURRENT,tiddlets_part4_debrief_artemis2,2448,"Captain, these recent events have made me reconsider my role in all of this. These creatures need our protection. They need somebody to look out for them.","Капитан, эти недавние события заставили меня пересмотреть мою роль во всем этом. Эти существа нуждаются в нашей защите. Им нужен кто-то, кто будет заботиться о них."
CURRENT,tiddlets_part4_debrief_artemis_a2,2448,"One last thing.  I couldn't help but notice you've picked up a couple of Tiddlets, along with the scientists you rescued. I wouldn't worry - two is a very safe number.","Последнее.  Я не мог не заметить, что вы подобрали пару Тиддлетов вместе с учеными, которых вы спасли. Я бы не беспокоился - два - это очень безопасное число."
CURRENT,tiddlets_part4_debrief_artemis_b1,2448,I thought Dr Swanson was my ally. And I thought I could trust you. But you both put money before everything else. I don't know how you can live like that.,"Я думал, что Др. Свонсон был моим союзником. И я думал, что могу доверять вам. Но вы оба поставили деньги превыше всего остального. Я не знаю, как вы можете так жить."
CURRENT,tiddlets_part4_debrief_artemis_b2,2448,"You've one last chance to make things right. It looks like a couple of Tiddlets found their way onboard with the scientists you rescued. Two is probably safe, but never bring a third aboard.","У вас есть последний шанс все исправить. Похоже, пара Тиддлетов оказалась на борту вместе с учеными, которых вы спасли. Два, вероятно, безопасно, но никогда не берите третьего на борт."
CURRENT,tiddlets_part4_award_caption,2448,Freeing the tiddlets,Освобождение Тиддлетов
CURRENT,rise_part1_title,2448,Rise of the Machines,Восстание Машин
CURRENT,rise_summary,2448,Help Cmdr Harken recover their ship,Помогите Командиру Харкену вернуть его корабль
CURRENT,rise_shipname_hammer,2448,Celestial Hammer,Celestial Hammer
CURRENT,rise_part1_advert,2448,"Captain, I need your help once again. One of my ships has gone missing out on a routine patrol. I fear the worst. I want you to find the ship, and bring her home.","Капитан, мне нужна ваша помощь — один из моих кораблей пропал во время патруля. Опасаюсь худшего. Найдите корабль и верните его домой."
CURRENT,rise_part1_briefing1,2448,"Thank you Captain. It's good to work with you once again, although I wish it was under better circumstances.","Спасибо, Капитан. Рад снова работать с вами, хоть и при таких обстоятельствах."
CURRENT,rise_part1_briefing2,2448,The ship in question is the Celestial Hammer. She was a major player in the battle against that cloaked pirate vessel. I lost contact with her a couple of days ago.,Речь о Celestial Hammer. Он играл ключевую роль в битве с тем замаскированным пиратским кораблем. Связь с ним пропала несколько дней назад.
CURRENT,rise_part1_briefing4,2448,"The ship is heavily armed. If there is foul play at hand, well, I strongly advise you prepare for a fight.","Корабль серьезно вооружен. Если тут есть нечестная игра, советую готовиться к бою."
CURRENT,rise_objective_traveltohammer,2448,Travel to the Celestial Hammer,Отправьтесь к Celestial Hammer
CURRENT,rise_objective_findship,2448,Find the Celestial Hammer,Найдите Celestial Hammer
CURRENT,rise_objective_combat,2448,(Recommended) Prepare for combat,(Рекомендуется) Подготовьтесь к бою
CURRENT,rise_explorenebula1,2448,"The nebula is so thick, it's blocking visibility. But we are detecting something on the sensors. They're here somewhere.","Туманность настолько плотная, что видимость сильно ограничена. Сенсоры фиксируют объект, вероятно, где-то рядом."
CURRENT,rise_explorenebula2,2448,"You'll have to do a sweep of the area. Take it slow, and use the sensor view in TACTICAL to try to find the ship.","Придется прочесать окрестности. Двигайтесь медленно и используйте обзор сенсоров в ТАКТИЧЕСКОМ режиме, чтобы обнаружить корабль."
CURRENT,rise_explorenebula3,2448,A debris field. Ominous.,Поле обломков. Зловещее.
CURRENT,rise_explorenebula3b,2448,"Keep looking, Captain.","Продолжайте поиск, Капитан."
CURRENT,rise_explorenebula4,2448,Oh god.,О боже!
CURRENT,rise_explorenebula5,2448,More wreckage. More bodies.  The ship must be somewhere nearby.,Еще обломки. Еще тела.  Корабль должен быть где-то поблизости.
CURRENT,rise_foundship1,2448,What the hell happened?,"Что здесь, черт возьми, случилось?"
CURRENT,rise_foundship2,2448,The ship didn't even manage to activate its Flight Recorder.  We must investigate.,Корабль не успел активировать Бортовой Самописец.  Надо расследовать.
CURRENT,rise_foundship3,2448,"The Docking Port is still operational.  Dock your ship with the Celestial Hammer, and take a team on-board to look for survivors.",Стыковочный порт все еще работоспособен.  Пристыкуйте к Celestial Hammer и отправьте команду на борт для поиска выживших.
CURRENT,rise_objective_dockhammer,2448,Dock with the Celestial Hammer,Пристыкуйтесь к Celestial Hammer
CURRENT,rise_objective_crewhammer,2448,Transfer three crew,Переведите трех членов экипажа
CURRENT,rise_objective_searchhammer,2448,Search for survivors,Ищите выживших
CURRENT,rise_foundship4,2448,They're all dead.,Все мертвы.
CURRENT,rise_foundship5,2448,Could it have been some sort of catastrophic accident?,Может это была какая-то катастрофа?
CURRENT,rise_foundship7,2448,"Your crew will repair the reactors and power up the ship. Once they're done, bring the ship back to spacedock. I need to do a proper forensic investigation.","Экипаж отремонтирует реакторы и запустит корабль. Когда закончите, доставьте корабль на верфь для экспертизы."
CURRENT,rise_objective_repairreactors,2448,Wait for Reactor Repair [*X/3],Дождитесь Ремонта Реактора [*X/3]
CURRENT,rise_objective_recovership,2448,Transfer the ship to a Shipyard for analysis,Доставьте корабль на Верфь для анализа
CURRENT,rise_ai_name,2448,core.nav.ai,ядро.нав.ии
CURRENT,rise_aicall1,2448,The ship's computer is coming online now.,Корабельный компьютер загружается.
CURRENT,rise_aicall2,2448,We should be able to get some answers. Have your crew start a data transfer so we can get the flight logs.,"Нам нужны ответы. Пусть экипаж начнет передачу данных, чтобы мы смогли получить бортовые журналы."
CURRENT,rise_ai_awaken1,2448,MMM...M.N.NNNNN.N.NMMM.AAA.A.A.HH.HHH.HH.H.H.HH,МММ...М.Н.ННННН.Н.НМММ.ААА.А.А.ХХ.ХХХ.ХХ.Х.Х.ХХ
CURRENT,rise_ai_awaken2,2448,What was that?,Что это было?
CURRENT,rise_ai_awaken3,2448,EEE.A.A.AAO.O.OUU.UUUM.M.MM.MM.MM,ЭЭЭ.А.А.ААО.О.ОУУ.УУУM.М.ММ.ММ.ММ
CURRENT,tutorial_dsidismantletitle,2448,DISMANTLING,ДЕМОНТАЖ
CURRENT,tutorial_dsismelterrecipes,2448,RECIPES,РЕЦЕПТЫ
CURRENT,tutorial_dsidismantle,2448,Dismantling equipment removes it from your ship and places it in a box so you can install it later.,"Демонтаж оборудования убирает его с вашего корабля и упаковывает, чтобы вы могли установить его позже."
CURRENT,tutorial_dsihighlightruinedequipment,2448,"This equipment is ruined, so you'll receive scrap metal when you dismantle it.","Это оборудование разрушено, поэтому при демонтаже вы получите металлолом."
CURRENT,tutorial_dsiclicktodismantle,2448,Any equipment can be dismantled by left-clicking.,Любое оборудование можно демонтировать левым кликом.
CURRENT,tutorial_dsihighlightsmelter,2448,Let's use the scrap metal to produce metal ingots in the smelter. Right-click on the smelter.,Давайте переплавим металлолом в железные слитки в плавильной печи. Щелкните правой кнопкой мыши по плавильной печи.
CURRENT,tutorial_dsisetrecipe,2448,Right-clicking on equipment allows you to set recipes. Set the smelter recipe to scrap metal.,Щелчок правой кнопкой мыши по оборудованию позволяет установить рецепт. Установите рецепт плавильной печи на металлолом.
CURRENT,tutorial_dsisetupdone,2448,The smelter will now start producing metal ingots after it has finished heating up.,Плавильная печь начнет производить железные слитки после разогрева.
CURRENT,tutorial_stargatewindowopenwindow,2448,Select the Stargate button in your toolbar to open the Stargate screen.,"Нажмите на кнопку Звездные Врата на вашей панели инструментов, чтобы открыть экран Звездные Врата."
CURRENT,tutorial_stargatewindowintro,2448,The Stargate screen displays everything you need to manufacture to complete the current phase.,"Экран Звездные Врата показывает все, что вам нужно произвести для завершения текущей фазы."
CURRENT,tutorial_stargatewindowhighlightcomponent,2448,Each component you need to manufacture is on the left.\nPlacing your mouse over a component's icon shows how to produce it.,"Каждый компонент, который вам нужно произвести, находится слева.\nНаведя мышь на значок компонента, вы увидите, как его произвести."
CURRENT,tutorial_stargatewindowhighlightphases,2448,"The Stargate's construction is split into phases, with each phase requiring more and more resources.\nYou have just completed Phase 1.","Строительство Звездных Врат разделено на фазы, и каждая фаза требует все больше ресурсов.\nВы только что завершили Фазу 1."
CURRENT,tutorial_stargatewindowhighlightphase2,2448,Select Phase 2 to see what you need to manufacture for this phase.,"Выберите Фазу 2, чтобы увидеть, что вам нужно произвести для этой фазы."
CURRENT,tutorial_stargatewindowhighlightframes1,2448,"To complete Phase 2, we need to continue manufacturing Stargate Frames.\n\nInstead of 10, we now need 200!","Чтобы завершить Фазу 2, нам нужно продолжать производить Рамы Звездных Врат.\n\nВместо 10 нам теперь нужно 200!"
CURRENT,tutorial_stargatewindowhighlightframes2,2448,Sell your frames at a trading post to submit them to the Andromeda Project.,"Продайте ваши рамы на торговом посту, чтобы отправить их Проекту Андромеда."
CURRENT,tutorial_stargatewindowclosewindow,2448,You can now close the Stargate screen.,Теперь вы можете закрыть экран Звездные Врата.
CURRENT,dsi_character_x,2448,Alexander James Elistar,Александр Джеймс Элистар
CURRENT,dsi_character_y,2448,Raymond Darnell,Рэймонд Дарнелл
CURRENT,dsi_character_dogma,2448,DOGMA Security,Охрана DOGMA
CURRENT,dsi_character_rep,2448,Andromeda Project Representative,Представитель Проекта Андромеда
CURRENT,dsi_objective_revenue,2448,Total sales revenue: $*X,Общая выручка от продаж: $*X
CURRENT,dsi_action_payx,2448,Pay X (*X owed),Заплатить X (долг: *X)
CURRENT,dsi_action_canceldeal,2448,Cancel the deal with X,Отменить сделку с X
CURRENT,dsi_funding_title,2448,Funding Received,Получено Финансирование
CURRENT,dsi_xwarning1,2448,"Captain, I can see you've sold a batch of Stargate parts, but I've received no corresponding payment.  We agreed to split all revenue 50/50.  This setup is costing me a fortune and I need to start making my return.  Please transfer the funds to my account as soon as possible.","Капитан, я вижу, что вы продали партию деталей Звездных Врат, но я не получил соответствующего платежа.  Мы договорились делить всю выручку 50/50.  Эта установка стоит мне целое состояние, и мне нужно начать получать отдачу.  Пожалуйста, переведите средства на мой счет как можно скорее."
CURRENT,dsi_xwarning2,2448,"Captain, I was sure I'd made our agreement clear.  Don't forget who owns this station, and all the equipment onboard.  50/50 was what we agreed.","Капитан, я был уверен, что четко изложил наше соглашение.  Не забывайте, кому принадлежит эта станция и все оборудование на борту.  50/50 - вот о чем мы договорились."
CURRENT,dsi_xwarning2_part1,2448,"Captain, I was sure I'd made our agreement clear.  Don't forget who owns this station, and all the equipment onboard.  50/50 was what we agreed.","Капитан, я был уверен, что четко изложил наше соглашение.  Не забывайте, кому принадлежит эта станция и все оборудование на борту.  50/50 - вот о чем мы договорились."
CURRENT,dsi_xwarning2_part2,2448,"I thought I could trust you.  Pay me the money you owe, immediately, or I will be forced to escalate.","Я думал, что могу вам доверять.  Заплатите мне деньги, которые вы должны, немедленно, или я буду вынужден обострить ситуацию."
CURRENT,dsi_xwarning3,2448,"Captain, this is your final warning.  You are now willfully withholding sales revenue that is legally mine.  If you don't pay what you owe immediately I will have no choice but to terminate our agreement, seize control of my station, and recover any financial losses directly from you.","Капитан, это ваше последнее предупреждение.  Вы сейчас преднамеренно удерживаете выручку от продаж, которая юридически принадлежит мне.  Если вы не заплатите то, что должны, немедленно, у меня не будет выбора, кроме как расторгнуть наше соглашение, захватить контроль над моей станцией и возместить любые финансовые потери непосредственно с вас."
CURRENT,dsi_x_canceldeal1,2448,"I'm disappointed, Captain. You're backing out after all the investment I've put into this project?","Я разочарован, Капитан. Вы отступаете после всех инвестиций, которые я вложил в этот проект?"
CURRENT,dsi_x_canceldeal2,2448,You will regret this.,Вы пожалеете об этом.
CURRENT,dsi_x_canceldeal3,2448,"Goodbye, Captain.","До свидания, Капитан."
CURRENT,dsi_part1_stationname,2448,A.J.E Foundry,A.J.E Foundry
CURRENT,dsi_part1_title,2448,Deep Space Industrialists,Промышленники Дальнего Космоса
CURRENT,dsi_part1_advert1,2448,"My name is Alexander James Elistar, and I'm the chairman and founder of A.J.E Industries.  I have a business proposition for you.  If you would be interested in setting up a production facility for me, I believe with some luck and a good deal of hard work we can both make substantial returns.","Меня зовут Александр Джеймс Элистар, и я председатель и основатель A.J.E Industries.  У меня есть деловое предложение для вас.  Если вы будете заинтересованы в создании производственного объекта для меня, я верю, что с некоторой удачей и хорошей работой мы оба сможем получить существенную прибыль."
CURRENT,dsi_part1_advert2,2448,Please give me a call to discuss the details.,"Пожалуйста, позвоните мне, чтобы обсудить детали."
CURRENT,dsi_part1_action_callX,2448,Call X,Позвонить X
CURRENT,dsi_part1_call1,2448,"Captain.  Perhaps you are already aware, but there are big plans underway within this sector.  There are designs to build something... incredible, a transportation system with near infinite range, requiring state of the art manufacturing and industry.","Капитан.  Возможно, вы уже знаете, но в этом секторе разрабатываются большие планы.  Есть проекты построить нечто... невероятное, транспортную систему с практически бесконечной дальностью, требующую современнейшего производства и промышленности."
CURRENT,dsi_part1_call2,2448,"A stargate, big enough for our most massive fleets, shuttling humanity between galaxies as if they were nothing but neighbouring stars.  A new multi-galactic era for humanity.","Звездные Врата, достаточно большие для наших самых массивных флотов, перемещающие человечество между галактиками, как будто они не более чем соседние звезды.  Новая мультигалактическая эра для человечества."
CURRENT,dsi_part1_call3,2448,In all my years I've never known so much capital to be allocated to one project.,"За все мои годы я никогда не видел, чтобы столько капитала выделялось на один проект."
CURRENT,dsi_part1_call4,2448,"There is a golden opportunity here for us, but the barriers to entry are high.  I have the assets, the capital, and the facilities that we need to fulfil the Andromeda Project's massive ambitions.","Здесь для нас золотая возможность, но барьеры для входа высоки.  У меня есть активы, капитал и мощности, которые нам нужны для выполнения масштабных амбиций Проекта Андромеда."
CURRENT,dsi_part1_call5,2448,"Sadly, my days of running the shop floor in person are long behind me.  I need a floor manager, somebody who will oversee the day to day operations for me.  And my years of experience have taught me to spot talent when I see it.","К сожалению, мои дни личного управления производством давно прошли.  Мне нужен начальник цеха, который будет контролировать повседневные операции.  Мои годы опыта научили меня распознавать талант, когда я его вижу."
CURRENT,dsi_part1_call6,2448,"Here is my proposal.  I'll provide the factory station, and the seed capital so you are fully funded.  You'll set up the production facility for me, and oversee day to day operations, manufacturing parts for the Andromeda Project to their specifications.","Вот мое предложение.  Я предоставлю заводскую станцию и стартовый капитал, чтобы вы были полностью профинансированы.  Вы создадите производственный объект для меня и будете контролировать повседневные операции, производя детали для Проекта Андромеда по их спецификациям."
CURRENT,dsi_part1_call7,2448,We'll split the profits 50/50.,Мы разделим прибыль 50/50.
CURRENT,dsi_part1_call8,2448,"And believe me when I say, there will be plenty to go around.","И поверьте, всем хватит."
CURRENT,dsi_part1_objective_callx,2448,Call Alexander about the production facility,Позвонить Александру о производственном объекте
CURRENT,dsi_part1_objective_accept,2448,Accept Alexander's proposal,Принять предложение Александра
CURRENT,dsi_part1_setupcall1,2448,"Wonderful news. I'm very happy you've agreed to partner with me on this. My factory space station is in position nearby, ready for us to use as our base of operations.","Замечательные новости. Я очень рад, что вы согласились стать партнером со мной в этом. Моя заводская космическая станция находится на позиции поблизости, готовая для использования в качестве нашей базы операций."
CURRENT,dsi_part1_setupcall2,2448,"This is the A.J.E Foundry.  A wonderful industrial facility, perfect for our needs.  I'll just need to provide you with some access codes so you can assume control of the facility.","Это A.J.E Foundry.  Замечательный промышленный объект, идеальный для наших нужд.  Мне просто нужно предоставить вам некоторые коды доступа, чтобы вы могли взять контроль над объектом."
CURRENT,dsi_part1_setupcall3,2448,"Look at that.  For years I manufactured engines and FTL drives right here, for every fleet that passed through the sector.  It's really fallen into disrepair.","Посмотрите на это.  Годами я производил двигатели и гипердвигатели прямо здесь, для каждого флота, проходившего через сектор.  Он действительно пришел в запустение."
CURRENT,dsi_part1_setupcall4,2448,"Your first job is to send over a skeleton crew, and establish basic power generation and life support.  I had the previous crew box up some of the usable equipment.  You should find the parts you need are already in storage.","Ваша первая работа - отправить минимальный экипаж и установить базовую генерацию энергии и жизнеобеспечение.  Я попросил предыдущий экипаж упаковать часть пригодного оборудования.  Вы должны обнаружить, что детали, которые вам нужны, уже на складе."
CURRENT,dsi_part1_objective_addcrew,2448,Add Crew to the station,Добавить Экипаж на станцию
CURRENT,dsi_part1_objective_installreactor,2448,Install Reactor,Установить Реактор
CURRENT,dsi_part1_objective_installairduct,2448,Install Airduct,Установить Воздуховод
CURRENT,dsi_part1_objective_pressurisefacility,2448,Pressurise Facility [*X%],Герметизировать Объект [*X%]
CURRENT,dsi_part1_installsmelter1,2448,"We need to tidy up the mess, but nothing needs to be wasted.  We can recycle all of the raw materials found on this station.","Нам нужно навести порядок, но при этом ничего не терять.  Мы можем переработать все сырьевые материалы, найденные на этой станции."
CURRENT,dsi_part1_installsmelter2,2448,"There is an industrial smelter among the boxed equipment.  Install it and power it up, then set it to recycling all of the scrap metal.  This will give us an early supply of Metal Ingots.  A critical resource in manufacturing anything.","Среди упакованного оборудования есть промышленная плавильная печь.  Установите её и запустите, затем настройте на переработку всего металлолома.  Это даст нам ранний запас Железных Слитков.  Критически важный ресурс для производства чего угодно."
CURRENT,dsi_part1_objective_installsmelter,2448,Install Smelter,Установить Плавильную Печь
CURRENT,dsi_part1_objective_setsmelter,2448,Set Smelter to Scrap Metal,Настроить Плавильную Печь на Металлолом
CURRENT,dsi_part1_objective_dismantleequipment,2448,Dismantle ruined equipment,Разобрать разрушенное оборудование
CURRENT,dsi_part1_setupstorage1,2448,"Efficiency is going to be the key to this facility turning a profit.  Set up a storage zone for scrap metal near to your Smelter, and another for the Metal Ingots that come out.  Our crew will waste a lot less time carrying goods long distances.","Эффективность будет ключом к тому, чтобы этот объект приносил прибыль.  Настройте зону хранения для металлолома рядом с вашей Плавильной Печью и еще одну для Железных Слитков, которые выходят.  Наш экипаж будет тратить гораздо меньше времени на транспортировку товаров на большие расстояния."
CURRENT,dsi_part1_manufactureframes1,2448,"If I could draw your attention to this schematic issued by the Andromeda Project.  You can see it's actually quite a simple part.  This is just a structural framework, onto which they'll build everything else.","Позвольте обратить ваше внимание на эту схему, выпущенную Проектом Андромеда.  Вы можете видеть, что это на самом деле довольно простая деталь.  Это просто структурный каркас, на который они будут строить все остальное."
CURRENT,dsi_part1_manufactureframes2,2448,"We can manufacture these parts in just two stages out of Metal Ingots.  I've left a boxed Fabricator and an Assembly Table on the station.  Set them up next to each other, ideally near to the Metal Ingots.","Мы можем производить эти детали всего в два этапа из Железных Слитков.  Я оставил упакованный Фабрикатор и Сборочный Стол на станции.  Установите их рядом друг с другом, желательно рядом с Железными Слитками."
CURRENT,dsi_part1_manufactureframes3,2448,"Once they're installed, set the Fabricator to manufacture Frames, then set the Assembly Table to specialise them into finished Stargate Frames.  It's simple stuff, but eventually we will need a huge throughput.","Как только они будут установлены, настройте Фабрикатор на производство Рам, затем настройте Сборочный Стол на специализацию их в готовые Рамы Звездных Врат.  Это простые вещи, но в конечном итоге нам понадобится огромная пропускная способность."
CURRENT,dsi_part1_objective_installfabricator,2448,Install Fabricator,Установить Фабрикатор
CURRENT,dsi_part1_objective_setfabricator,2448,Set Fabricator to Frames,Настроить Фабрикатор на Рамы
CURRENT,dsi_part1_objective_installassemblytab,2448,Install Assembly Table,Установить Сборочный Стол
CURRENT,dsi_part1_objective_setassemblytab,2448,Set Assembly Table to Stargate Frames,Настроить Сборочный Стол на Рамы Звездных Врат
CURRENT,dsi_part1_manufactureframes4,2448,"They want us to provide an initial batch of 10 Stargate Frames, for certification.  They'll inspect our work and we'll be approved as official partners in the Andromeda Project.","Они хотят, чтобы мы предоставили начальную партию из 10 Рам Звездных Врат для сертификации.  Они проверят нашу работу, и мы будем утверждены как официальные партнеры в Проекте Андромеда."
CURRENT,dsi_part1_manufactureframes5,2448,"It shouldn't take too long.  If you run out of metal, remember you can recycle more of the ruined equipment around the facility.","Это не должно занять слишком много времени.  Если у вас закончится металл, помните, что вы можете переработать больше разрушенного оборудования вокруг объекта."
CURRENT,dsi_part1_objective_manufactureframes,2448,Manufacture Stargate Frames [*X/10],Произвести Рамы Звездных Врат [*X/10]
CURRENT,dsi_part1_action_deliverframes,2448,Deliver 10 Stargate Frames,Доставить 10 Рам Звездных Врат
CURRENT,dsi_part1_callfromrep1,2448,"This is a message for A.J.E FOUNDRY.  We've received your samples and can report that they have passed comfortably within our engineering tolerances.  You are formally approved as licensed industry partners, and may now manufacture all items in our design manifest.","Это сообщение для A.J.E FOUNDRY.  Мы получили ваши образцы и можем сообщить, что они с запасом прошли наши инженерные допуски.  Вы официально утверждены как лицензированные промышленные партнеры и теперь можете производить все элементы из нашего проектного манифеста."
CURRENT,dsi_part1_callfromrep3,2448,"Thank you for your endeavours, and good luck.","Спасибо за ваши усилия, и удачи."
CURRENT,dsi_part1_openstargatescreen,2448,"Excellent.  Let's have a look at the Manifest that he mentioned, and see what is required next.","Отлично.  Давайте посмотрим на Манифест, о котором он упомянул, и посмотрим, что требуется дальше."
CURRENT,dsi_part1_phase2_xcall1,2448,"It looks like it's just a bulk order of the part we already provided.  We need to make 200 more Stargate Frames.  We're already manufacturing them, but we'll need to scale up production or else this will take forever.","Похоже, это просто крупный заказ детали, которую мы уже предоставили.  Нам нужно изготовить еще 200 Рам Звездных Врат.  Мы уже производим их, но нам нужно масштабировать производство, иначе это займет вечность."
